transaction_id,card_id,timestamp,amount,merchant_category,country,card_present,is_fraud
txn_0000253,card_00173,2026-01-05T04:59:27Z,88.59,electronics,IN,False,False
txn_0000254,card_00840,2026-01-09T23:41:52Z,42.32,atm_withdrawal,GB,True,False
txn_0000255,card_00750,2026-01-19T03:13:40Z,330.45,electronics,US,False,False
txn_0000256,card_00294,2026-01-04T03:15:04Z,106.93,utilities,US,True,False
txn_0000257,card_00160,2026-01-22T12:18:54Z,44.89,atm_withdrawal,AE,False,False
txn_0000258,card_00555,2026-01-28T07:15:43Z,26.04,grocery,SG,True,False
txn_0000259,card_00894,2026-01-09T16:30:04Z,30.79,restaurant,GB,True,False
txn_0000260,card_00006,2026-01-13T01:28:56Z,14.42,grocery,US,False,False
txn_0000261,card_00588,2026-01-21T23:13:08Z,27.77,pharmacy,US,True,False
txn_0000262,card_00576,2026-01-25T08:43:33Z,31.24,grocery,US,False,False
txn_0000263,card_00290,2026-01-13T16:38:20Z,73.85,pharmacy,US,True,False
txn_0000264,card_00635,2026-01-03T04:19:57Z,114.49,restaurant,US,False,False
txn_0000265,card_00055,2026-01-15T07:29:19Z,26.65,travel,GB,False,False
txn_0000266,card_00339,2026-01-24T06:47:45Z,43.13,entertainment,SG,False,False
txn_0000267,card_00025,2026-01-01T13:28:39Z,90.26,travel,AE,False,False
txn_0000268,card_00797,2026-01-20T23:58:54Z,43.76,electronics,IN,True,False
txn_0000269,card_00651,2026-01-14T05:20:25Z,88.86,online_retail,GB,False,False
txn_0000270,card_00467,2026-01-02T04:21:56Z,47.01,fuel,AE,False,False
txn_0000271,card_00379,2026-01-17T20:10:57Z,81.02,electronics,AE,True,False
txn_0000272,card_00574,2026-01-08T07:34:56Z,88.84,fuel,DE,True,False
txn_0000273,card_00620,2026-01-02T09:09:55Z,34.45,utilities,GB,True,False
txn_0000274,card_00312,2026-01-18T10:01:45Z,44.95,utilities,SG,True,False
txn_0000275,card_00676,2026-01-09T06:54:15Z,162.14,fuel,AE,True,False
txn_0000276,card_00366,2026-01-12T08:42:19Z,143.8,fuel,AE,True,False
txn_0000277,card_00320,2026-01-03T23:21:29Z,63.17,entertainment,US,True,False
txn_0000278,card_00233,2026-01-27T06:51:52Z,1.66,restaurant,SG,True,False
txn_0000279,card_00047,2026-01-02T00:35:17Z,117.47,online_retail,IN,False,False
txn_0000280,card_00772,2026-01-27T18:12:22Z,506.6,atm_withdrawal,DE,False,False
txn_0000281,card_00694,2026-01-07T16:08:25Z,58.13,electronics,IN,True,False
txn_0000282,card_00611,2026-01-06T02:14:27Z,90.6,fuel,SG,True,False
txn_0000283,card_00199,2026-01-21T19:42:34Z,178.88,online_retail,GB,True,True
txn_0000284,card_00470,2026-01-29T17:47:47Z,23.78,atm_withdrawal,DE,True,False
txn_0000285,card_00768,2026-01-14T04:15:18Z,154.96,atm_withdrawal,DE,False,False
txn_0000286,card_00404,2026-01-15T00:10:16Z,99.87,electronics,GB,True,False
txn_0000287,card_00105,2026-01-13T18:10:33Z,21.79,electronics,IN,True,False
txn_0000288,card_00160,2026-01-09T10:55:18Z,9.91,travel,GB,False,False
txn_0000289,card_00615,2026-01-20T02:09:23Z,39.22,fuel,US,False,False
txn_0000290,card_00750,2026-01-07T15:05:31Z,61.83,travel,IN,True,False
txn_0000291,card_00269,2026-01-23T02:28:29Z,115.12,online_retail,US,True,False
txn_0000292,card_00061,2026-01-01T09:30:19Z,31.23,grocery,SG,False,False
txn_0000293,card_00583,2026-01-07T20:28:05Z,96.24,fuel,DE,True,False
txn_0000294,card_00672,2026-01-14T03:55:15Z,451.47,travel,US,False,True
txn_0000295,card_00633,2026-01-28T07:27:22Z,3.87,entertainment,SG,False,False
txn_0000296,card_00273,2026-01-09T21:07:19Z,15.87,entertainment,GB,False,False
txn_0000297,card_00801,2026-01-05T20:37:04Z,20.98,grocery,AE,False,False
txn_0000298,card_00734,2026-01-04T08:21:45Z,88.07,entertainment,AE,True,False
txn_0000299,card_00111,2026-01-06T17:49:44Z,20.65,restaurant,AE,True,False
txn_0000300,card_00328,2026-01-30T11:36:03Z,645.1,atm_withdrawal,GB,False,False
txn_0000301,card_00275,2026-01-26T18:56:57Z,27.02,electronics,DE,False,False
txn_0000302,card_00286,2026-01-06T03:16:36Z,52.05,atm_withdrawal,GB,True,False
txn_0000303,card_00343,2026-01-23T16:27:06Z,309.08,travel,SG,False,False
txn_0000304,card_00810,2026-01-18T09:16:43Z,33.06,restaurant,IN,False,False
txn_0000305,card_00052,2026-01-01T20:31:55Z,434.61,travel,IN,False,True
txn_0000306,card_00609,2026-01-12T08:02:03Z,52.1,restaurant,DE,False,False
txn_0000307,card_00068,2026-01-16T18:10:05Z,1078.61,restaurant,GB,True,False
txn_0000308,card_00173,2026-01-19T17:24:42Z,104.01,electronics,DE,True,False
txn_0000309,card_00317,2026-01-08T06:26:47Z,16.92,electronics,SG,False,False
txn_0000310,card_00674,2026-01-15T23:47:07Z,78.4,atm_withdrawal,DE,True,False
txn_0000311,card_00395,2026-01-23T23:53:28Z,108.12,entertainment,US,True,False
txn_0000312,card_00416,2026-01-20T08:52:51Z,210.32,utilities,GB,False,False
txn_0000313,card_00053,2026-01-01T03:54:31Z,23.92,travel,DE,False,False
txn_0000314,card_00496,2026-01-03T05:55:30Z,147.77,entertainment,IN,True,False
txn_0000315,card_00139,2026-01-20T00:34:23Z,226.19,pharmacy,DE,False,False
txn_0000316,card_00842,2026-01-19T19:03:48Z,15.72,fuel,DE,True,False
txn_0000317,card_00652,2026-01-24T04:23:11Z,49.89,grocery,GB,True,False
txn_0000318,card_00543,2026-01-10T15:10:17Z,118.02,travel,SG,False,False
txn_0000319,card_00657,2026-01-29T04:10:11Z,659.66,atm_withdrawal,GB,True,False
txn_0000320,card_00260,2026-01-07T11:56:03Z,107.95,entertainment,AE,True,True
txn_0000321,card_00711,2026-01-25T06:30:25Z,22.5,online_retail,DE,True,False
txn_0000322,card_00263,2026-01-01T10:01:38Z,59.49,electronics,AE,False,True
txn_0000323,card_00813,2026-01-05T17:50:07Z,76.79,entertainment,US,False,False
txn_0000324,card_00258,2026-01-11T18:01:28Z,73.97,restaurant,IN,False,False
txn_0000325,card_00563,2026-01-24T23:46:54Z,11.47,pharmacy,SG,False,False
