transaction_id,card_id,timestamp,amount,merchant_category,country,card_present,is_fraud
txn_0000073,card_00619,2026-01-14T08:51:48Z,64.87,fuel,SG,False,False
txn_0000074,card_00313,2026-01-23T11:59:23Z,430.06,fuel,IN,True,False
txn_0000075,card_00493,2026-01-20T17:51:39Z,24.68,pharmacy,GB,False,False
txn_0000076,card_00780,2026-01-27T13:48:13Z,111.45,grocery,GB,True,False
txn_0000077,card_00675,2026-01-16T17:39:31Z,17.07,entertainment,DE,False,False
txn_0000078,card_00086,2026-01-13T20:26:21Z,295.06,entertainment,GB,False,False
txn_0000079,card_00208,2026-01-02T00:43:19Z,21.57,pharmacy,US,True,False
txn_0000080,card_00492,2026-01-19T14:26:38Z,43.14,restaurant,IN,True,False
txn_0000081,card_00521,2026-01-15T08:46:03Z,83.62,utilities,US,False,False
txn_0000082,card_00188,2026-01-20T14:32:20Z,32.33,online_retail,SG,False,False
txn_0000083,card_00594,2026-01-19T11:45:50Z,26.36,atm_withdrawal,IN,True,False
txn_0000084,card_00690,2026-01-05T19:09:14Z,51.24,electronics,GB,False,False
txn_0000085,card_00536,2026-01-13T13:43:19Z,63.69,grocery,IN,False,False
txn_0000086,card_00747,2026-01-26T07:47:54Z,39.43,entertainment,AE,False,False
txn_0000087,card_00578,2026-01-16T18:30:11Z,420.98,online_retail,SG,True,False
txn_0000088,card_00426,2026-01-04T23:19:48Z,90.02,electronics,DE,True,False
txn_0000089,card_00278,2026-01-07T08:31:11Z,114.38,entertainment,DE,False,False
txn_0000090,card_00813,2026-01-23T09:41:06Z,44.01,online_retail,IN,False,False
txn_0000091,card_00175,2026-01-29T02:41:44Z,155.48,electronics,AE,True,False
txn_0000092,card_00086,2026-01-08T12:34:52Z,198.62,utilities,SG,True,False
txn_0000093,card_00486,2026-01-10T18:35:08Z,762.81,travel,GB,True,True
txn_0000094,card_00047,2026-01-24T00:21:28Z,146.43,utilities,SG,True,False
txn_0000095,card_00111,2026-01-18T22:26:51Z,44.13,electronics,DE,True,False
txn_0000096,card_00774,2026-01-21T11:03:33Z,22.2,restaurant,AE,True,False
txn_0000097,card_00511,2026-01-05T13:39:18Z,61.06,restaurant,IN,True,False
txn_0000098,card_00691,2026-01-25T03:31:10Z,72.35,restaurant,GB,False,False
txn_0000099,card_00714,2026-01-20T02:50:21Z,100.25,entertainment,GB,True,False
txn_0000100,card_00759,2026-01-15T22:12:06Z,81.1,atm_withdrawal,AE,True,False
txn_0000101,card_00422,2026-01-16T19:38:24Z,117.09,travel,SG,True,False
txn_0000102,card_00714,2026-01-14T21:48:43Z,111.45,fuel,DE,True,False
txn_0000103,card_00517,2026-01-25T06:23:47Z,102.28,fuel,DE,True,False
txn_0000104,card_00514,2026-01-09T10:46:10Z,19.57,restaurant,US,False,False
txn_0000105,card_00394,2026-01-24T14:20:11Z,63.2,electronics,GB,True,False
txn_0000106,card_00228,2026-01-15T22:16:52Z,295.89,atm_withdrawal,SG,True,False
txn_0000107,card_00058,2026-01-17T03:22:51Z,112.82,restaurant,GB,False,False
txn_0000108,card_00008,2026-01-27T02:37:20Z,30.47,pharmacy,AE,True,False
txn_0000109,card_00668,2026-01-18T11:07:49Z,226.85,utilities,SG,True,False
txn_0000110,card_00788,2026-01-19T04:26:00Z,31.94,travel,DE,False,False
txn_0000111,card_00701,2026-01-12T00:17:08Z,117.74,pharmacy,GB,True,False
txn_0000112,card_00462,2026-01-22T06:52:31Z,10.32,electronics,DE,True,False
txn_0000113,card_00620,2026-01-11T03:26:54Z,79.27,entertainment,US,False,False
txn_0000114,card_00881,2026-01-15T20:13:29Z,132.93,electronics,IN,True,False
txn_0000115,card_00317,2026-01-03T00:09:44Z,91.6,travel,AE,True,False
txn_0000116,card_00265,2026-01-10T06:08:23Z,28.0,grocery,AE,False,False
txn_0000117,card_00083,2026-01-17T00:42:45Z,123.26,entertainment,IN,True,False
txn_0000118,card_00788,2026-01-24T15:28:51Z,13.14,grocery,US,True,False
txn_0000119,card_00772,2026-01-11T09:16:14Z,379.93,utilities,DE,False,False
txn_0000120,card_00457,2026-01-30T23:53:40Z,78.45,entertainment,DE,False,False
txn_0000121,card_00247,2026-01-28T00:09:22Z,71.88,online_retail,IN,False,False
txn_0000122,card_00466,2026-01-03T03:56:25Z,75.03,electronics,IN,True,False
txn_0000123,card_00474,2026-01-15T23:57:38Z,53.33,entertainment,US,True,False
txn_0000124,card_00243,2026-01-14T08:23:23Z,64.98,grocery,US,False,False
txn_0000125,card_00091,2026-01-20T19:46:52Z,70.93,restaurant,AE,True,False
txn_0000126,card_00415,2026-01-02T02:54:08Z,208.58,online_retail,IN,False,False
txn_0000127,card_00596,2026-01-16T03:40:23Z,13.46,pharmacy,AE,False,False
txn_0000128,card_00697,2026-01-18T12:28:50Z,1018.33,online_retail,DE,True,False
txn_0000129,card_00529,2026-01-21T01:49:15Z,35.0,restaurant,US,True,False
txn_0000130,card_00067,2026-01-06T23:49:29Z,28.69,grocery,SG,True,False
txn_0000131,card_00009,2026-01-17T14:42:30Z,32.54,pharmacy,US,False,False
txn_0000132,card_00155,2026-01-29T23:27:44Z,58.24,travel,GB,True,False
txn_0000133,card_00743,2026-01-07T17:03:27Z,86.11,utilities,US,True,False
txn_0000134,card_00259,2026-01-02T07:56:27Z,168.48,electronics,AE,False,False
txn_0000135,card_00251,2026-01-07T01:55:33Z,8.44,restaurant,GB,True,False
txn_0000136,card_00080,2026-01-01T04:23:30Z,16.08,restaurant,US,True,False
txn_0000137,card_00443,2026-01-22T04:17:56Z,160.31,travel,GB,True,False
txn_0000138,card_00566,2026-01-11T20:35:22Z,20.08,travel,DE,True,False
txn_0000139,card_00814,2026-01-09T15:26:48Z,24.76,entertainment,GB,False,False
txn_0000140,card_00211,2026-01-20T20:29:53Z,49.47,online_retail,US,True,False
txn_0000141,card_00876,2026-01-18T02:08:57Z,20.82,grocery,US,True,False
txn_0000142,card_00119,2026-01-13T02:23:53Z,130.71,entertainment,DE,True,False
txn_0000143,card_00194,2026-01-06T17:34:30Z,44.17,travel,US,False,False
txn_0000144,card_00470,2026-01-30T05:44:20Z,67.1,online_retail,AE,False,False
txn_0000145,card_00457,2026-01-11T18:15:30Z,73.84,atm_withdrawal,DE,True,False
txn_0000146,card_00488,2026-01-19T07:38:56Z,57.62,online_retail,AE,False,False
txn_0000147,card_00130,2026-01-17T01:40:55Z,65.67,travel,US,True,False
txn_0000148,card_00502,2026-01-26T02:19:17Z,36.29,restaurant,AE,False,False
txn_0000149,card_00873,2026-01-30T21:24:06Z,58.44,entertainment,IN,False,False
txn_0000150,card_00179,2026-01-25T03:36:50Z,1350.55,online_retail,GB,False,False
txn_0000151,card_00312,2026-01-18T03:02:23Z,247.75,restaurant,IN,True,False
txn_0000152,card_00326,2026-01-30T11:46:23Z,59.09,pharmacy,DE,False,False
txn_0000153,card_00106,2026-01-11T05:53:20Z,82.08,utilities,IN,False,False
txn_0000154,card_00441,2026-01-12T22:15:11Z,27.0,utilities,GB,False,False
txn_0000155,card_00894,2026-01-08T17:25:04Z,20.12,utilities,DE,True,False
txn_0000156,card_00615,2026-01-04T01:27:51Z,56.36,restaurant,GB,False,False
txn_0000157,card_00259,2026-01-30T22:07:42Z,13.84,atm_withdrawal,AE,True,False
txn_0000158,card_00564,2026-01-16T06:52:51Z,46.67,restaurant,GB,True,False
txn_0000159,card_00431,2026-01-13T11:03:23Z,59.31,online_retail,IN,False,False
txn_0000160,card_00719,2026-01-13T12:50:15Z,246.2,travel,AE,False,False
txn_0000161,card_00444,2026-01-15T03:48:01Z,39.07,grocery,DE,False,False
txn_0000162,card_00439,2026-01-16T21:12:48Z,34.04,pharmacy,GB,True,False
txn_0000163,card_00837,2026-01-19T13:50:31Z,262.12,electronics,IN,True,False
txn_0000164,card_00510,2026-01-04T00:54:41Z,7.25,fuel,IN,True,False
txn_0000165,card_00652,2026-01-27T10:06:47Z,50.07,pharmacy,SG,True,False
txn_0000166,card_00364,2026-01-23T00:39:57Z,6.57,pharmacy,DE,True,False
txn_0000167,card_00574,2026-01-06T20:42:19Z,562.54,atm_withdrawal,DE,True,False
txn_0000168,card_00430,2026-01-14T01:36:44Z,98.18,travel,DE,False,False
txn_0000169,card_00214,2026-01-28T08:32:32Z,236.3,fuel,US,False,False
txn_0000170,card_00445,2026-01-18T06:27:19Z,785.88,restaurant,AE,False,False
txn_0000171,card_00827,2026-01-28T20:33:07Z,104.03,pharmacy,AE,True,False
txn_0000172,card_00654,2026-01-01T09:48:02Z,69.79,online_retail,US,False,False
txn_0000173,card_00016,2026-01-06T23:12:21Z,246.29,pharmacy,AE,True,False
txn_0000174,card_00755,2026-01-22T01:39:59Z,40.52,travel,AE,False,False
txn_0000175,card_00030,2026-01-16T05:47:31Z,48.62,atm_withdrawal,DE,True,False
txn_0000176,card_00817,2026-01-15T21:31:38Z,1417.82,restaurant,IN,True,False
txn_0000177,card_00707,2026-01-26T19:55:07Z,62.11,restaurant,DE,False,False
txn_0000178,card_00439,2026-01-13T00:40:37Z,1260.57,entertainment,SG,False,False
txn_0000179,card_00130,2026-01-06T09:30:54Z,86.29,pharmacy,US,False,False
txn_0000180,card_00348,2026-01-28T05:24:46Z,230.0,electronics,IN,True,False
txn_0000181,card_00334,2026-01-30T04:27:08Z,16.3,grocery,US,True,False
txn_0000182,card_00133,2026-01-25T00:58:26Z,9.43,entertainment,SG,True,False
txn_0000183,card_00899,2026-01-30T04:21:48Z,36.85,pharmacy,GB,True,False
txn_0000184,card_00187,2026-01-27T01:12:49Z,377.11,travel,DE,False,False
txn_0000185,card_00362,2026-01-20T06:58:16Z,235.82,grocery,IN,True,False
txn_0000186,card_00586,2026-01-20T08:14:11Z,58.04,pharmacy,SG,True,False
txn_0000187,card_00436,2026-01-05T14:10:43Z,5.78,travel,US,True,False
txn_0000188,card_00753,2026-01-07T13:00:55Z,61.8,online_retail,IN,True,False
txn_0000189,card_00837,2026-01-28T19:49:47Z,4.83,travel,US,False,False
txn_0000190,card_00541,2026-01-13T08:51:16Z,6.9,restaurant,AE,True,False
txn_0000191,card_00533,2026-01-12T21:59:47Z,83.85,grocery,AE,True,False
txn_0000192,card_00748,2026-01-11T21:01:08Z,37.41,travel,GB,False,False
txn_0000193,card_00684,2026-01-16T19:35:56Z,32.31,entertainment,SG,False,False
txn_0000194,card_00575,2026-01-22T02:02:30Z,11.97,entertainment,IN,False,False
txn_0000195,card_00767,2026-01-12T14:35:35Z,259.07,atm_withdrawal,AE,False,False
txn_0000196,card_00723,2026-01-14T22:59:48Z,11.45,entertainment,SG,True,False
txn_0000197,card_00629,2026-01-12T17:26:52Z,165.9,atm_withdrawal,US,True,False
txn_0000198,card_00103,2026-01-08T11:10:27Z,22.12,travel,US,True,False
txn_0000199,card_00551,2026-01-23T10:25:18Z,109.81,pharmacy,GB,True,False
txn_0000200,card_00531,2026-01-27T20:03:12Z,23.46,fuel,IN,False,False
txn_0000201,card_00294,2026-01-07T13:35:50Z,24.71,electronics,AE,True,False
txn_0000202,card_00470,2026-01-03T11:10:17Z,18.57,pharmacy,AE,True,False
txn_0000203,card_00550,2026-01-03T04:30:09Z,118.25,atm_withdrawal,DE,False,False
txn_0000204,card_00027,2026-01-01T17:22:52Z,10.53,restaurant,DE,True,False
txn_0000205,card_00155,2026-01-05T17:25:35Z,91.36,atm_withdrawal,GB,False,False
txn_0000206,card_00371,2026-01-15T12:32:52Z,33.38,atm_withdrawal,US,True,False
txn_0000207,card_00329,2026-01-14T13:35:30Z,106.36,pharmacy,DE,False,False
txn_0000208,card_00192,2026-01-09T03:27:13Z,11.84,entertainment,US,True,False
txn_0000209,card_00105,2026-01-26T05:57:29Z,44.18,entertainment,US,False,False
txn_0000210,card_00352,2026-01-29T07:32:52Z,10.21,pharmacy,US,True,False
txn_0000211,card_00129,2026-01-01T00:44:09Z,21.8,entertainment,AE,True,False
txn_0000212,card_00863,2026-01-16T05:06:38Z,131.43,atm_withdrawal,DE,True,False
txn_0000213,card_00133,2026-01-30T21:49:07Z,64.47,entertainment,AE,False,False
txn_0000214,card_00160,2026-01-17T01:49:36Z,123.15,pharmacy,IN,True,False
txn_0000215,card_00613,2026-01-18T08:28:15Z,89.97,entertainment,GB,True,False
txn_0000216,card_00452,2026-01-24T15:30:44Z,989.41,entertainment,US,True,False
txn_0000217,card_00012,2026-01-02T04:14:23Z,113.36,electronics,US,True,False
txn_0000218,card_00766,2026-01-22T02:08:42Z,273.71,grocery,GB,True,False
txn_0000219,card_00425,2026-01-19T19:46:30Z,59.16,pharmacy,GB,True,False
txn_0000220,card_00098,2026-01-06T20:55:39Z,87.98,electronics,DE,False,False
txn_0000221,card_00539,2026-01-23T09:54:56Z,421.63,pharmacy,SG,False,False
txn_0000222,card_00389,2026-01-14T04:33:32Z,43.08,grocery,IN,True,False
txn_0000223,card_00491,2026-01-14T14:31:25Z,74.33,atm_withdrawal,US,True,False
txn_0000224,card_00206,2026-01-29T06:51:57Z,54.74,grocery,IN,False,False
txn_0000225,card_00307,2026-01-23T17:41:51Z,129.02,entertainment,AE,True,False
txn_0000226,card_00810,2026-01-25T23:40:11Z,280.15,utilities,US,True,False
txn_0000227,card_00493,2026-01-11T15:23:29Z,82.33,pharmacy,DE,True,False
txn_0000228,card_00252,2026-01-27T22:57:24Z,80.69,travel,DE,False,False
txn_0000229,card_00566,2026-01-29T21:03:36Z,1046.17,travel,DE,True,False
txn_0000230,card_00466,2026-01-05T20:05:59Z,250.82,online_retail,DE,True,False
txn_0000231,card_00167,2026-01-16T07:50:29Z,175.87,fuel,IN,True,False
txn_0000232,card_00670,2026-01-22T06:51:47Z,7.94,electronics,SG,False,False
txn_0000233,card_00419,2026-01-04T04:09:00Z,37.58,grocery,DE,False,False
txn_0000234,card_00655,2026-01-05T08:27:59Z,38.46,pharmacy,AE,False,False
txn_0000235,card_00557,2026-01-21T08:42:57Z,188.13,atm_withdrawal,IN,False,False
txn_0000236,card_00059,2026-01-24T03:10:49Z,32.19,entertainment,IN,False,False
txn_0000237,card_00213,2026-01-26T23:39:03Z,47.4,atm_withdrawal,US,False,False
txn_0000238,card_00649,2026-01-12T06:08:03Z,667.57,utilities,SG,False,False
txn_0000239,card_00392,2026-01-28T04:44:21Z,41.0,restaurant,IN,True,False
txn_0000240,card_00140,2026-01-18T14:58:22Z,580.7,entertainment,SG,True,False
txn_0000241,card_00787,2026-01-16T07:49:49Z,38.76,pharmacy,SG,False,False
txn_0000242,card_00486,2026-01-26T14:20:18Z,72.19,utilities,GB,True,False
txn_0000243,card_00203,2026-01-12T21:17:56Z,17.33,atm_withdrawal,US,True,False
txn_0000244,card_00213,2026-01-02T10:06:19Z,21.64,grocery,DE,True,False
txn_0000245,card_00652,2026-01-13T08:28:20Z,88.06,atm_withdrawal,SG,True,False
txn_0000246,card_00161,2026-01-07T06:28:45Z,111.06,utilities,DE,False,False
txn_0000247,card_00228,2026-01-17T14:42:20Z,37.59,pharmacy,DE,True,False
txn_0000248,card_00389,2026-01-08T15:57:17Z,32.67,online_retail,SG,True,False
txn_0000249,card_00427,2026-01-08T23:28:57Z,1843.62,entertainment,SG,True,False
txn_0000250,card_00021,2026-01-05T23:35:28Z,8.42,online_retail,IN,False,False
txn_0000251,card_00824,2026-01-18T06:13:22Z,630.27,online_retail,DE,False,False
txn_0000252,card_00084,2026-01-28T22:02:42Z,19.74,fuel,US,True,False
txn_0000253,card_00812,2026-01-30T19:49:20Z,37.85,pharmacy,SG,False,False
txn_0000254,card_00128,2026-01-19T20:17:11Z,320.07,electronics,AE,False,False
txn_0000255,card_00893,2026-01-05T11:24:36Z,119.4,restaurant,SG,True,False
txn_0000256,card_00246,2026-01-29T06:20:49Z,53.87,atm_withdrawal,IN,False,False
txn_0000257,card_00233,2026-01-19T03:54:29Z,143.62,fuel,IN,True,False
txn_0000258,card_00266,2026-01-02T04:51:59Z,16.67,pharmacy,DE,False,False
txn_0000259,card_00692,2026-01-26T21:16:03Z,195.6,pharmacy,AE,False,False
txn_0000260,card_00040,2026-01-27T03:23:54Z,23.06,pharmacy,US,False,False
txn_0000261,card_00765,2026-01-23T21:44:42Z,112.46,utilities,IN,True,False
txn_0000262,card_00700,2026-01-21T23:53:52Z,312.01,fuel,DE,True,False
txn_0000263,card_00129,2026-01-09T01:18:07Z,23.67,restaurant,GB,False,False
txn_0000264,card_00186,2026-01-29T06:52:19Z,8.55,grocery,AE,True,False
txn_0000265,card_00538,2026-01-19T17:52:46Z,32.84,atm_withdrawal,AE,True,False
txn_0000266,card_00470,2026-01-25T07:56:29Z,607.8,online_retail,AE,True,False
txn_0000267,card_00466,2026-01-10T11:54:09Z,179.66,grocery,AE,True,False
txn_0000268,card_00849,2026-01-03T20:52:47Z,34.08,restaurant,SG,True,False
txn_0000269,card_00057,2026-01-11T12:08:25Z,23.9,electronics,US,False,False
txn_0000270,card_00692,2026-01-18T16:24:46Z,20.09,pharmacy,IN,True,False
txn_0000271,card_00524,2026-01-26T01:50:07Z,122.3,atm_withdrawal,AE,True,False
txn_0000272,card_00367,2026-01-24T19:06:53Z,18.78,fuel,GB,True,False
txn_0000273,card_00381,2026-01-05T10:24:14Z,668.12,utilities,GB,False,False
txn_0000274,card_00101,2026-01-02T17:31:28Z,36.7,fuel,GB,True,False
txn_0000275,card_00131,2026-01-05T07:25:34Z,87.97,atm_withdrawal,DE,False,False
txn_0000276,card_00753,2026-01-03T20:32:11Z,66.22,fuel,IN,False,False
txn_0000277,card_00188,2026-01-21T21:11:06Z,101.7,grocery,GB,True,False
txn_0000278,card_00830,2026-01-02T14:14:54Z,72.16,pharmacy,SG,False,False
txn_0000279,card_00592,2026-01-10T03:45:32Z,55.1,utilities,DE,False,False
txn_0000280,card_00467,2026-01-26T20:15:30Z,163.74,utilities,SG,False,False
txn_0000281,card_00272,2026-01-06T10:02:46Z,25.21,electronics,US,True,False
txn_0000282,card_00271,2026-01-10T12:33:32Z,31.62,restaurant,GB,False,False
txn_0000283,card_00099,2026-01-13T23:05:40Z,116.82,pharmacy,AE,False,False
txn_0000284,card_00089,2026-01-17T09:46:38Z,21.46,restaurant,DE,True,False
txn_0000285,card_00324,2026-01-05T03:35:24Z,82.5,restaurant,AE,True,False
txn_0000286,card_00182,2026-01-08T17:18:03Z,578.32,fuel,SG,False,False
txn_0000287,card_00517,2026-01-12T07:16:00Z,198.2,entertainment,GB,False,False
txn_0000288,card_00377,2026-01-11T01:18:32Z,59.17,grocery,GB,False,False
txn_0000289,card_00453,2026-01-18T08:56:37Z,91.87,restaurant,IN,True,False
txn_0000290,card_00280,2026-01-23T07:43:59Z,446.58,electronics,GB,True,False
txn_0000291,card_00608,2026-01-16T12:04:04Z,36.28,online_retail,GB,True,False
txn_0000292,card_00463,2026-01-27T23:14:49Z,215.17,entertainment,SG,True,False
txn_0000293,card_00057,2026-01-13T13:28:17Z,8.35,entertainment,SG,False,False
txn_0000294,card_00547,2026-01-10T10:05:24Z,77.16,utilities,DE,False,False
txn_0000295,card_00558,2026-01-15T14:46:06Z,72.56,online_retail,IN,True,False
txn_0000296,card_00807,2026-01-16T22:12:21Z,82.52,utilities,IN,False,False
txn_0000297,card_00793,2026-01-17T02:59:27Z,38.27,pharmacy,AE,True,False
txn_0000298,card_00525,2026-01-20T18:51:18Z,439.43,fuel,IN,True,True
txn_0000299,card_00030,2026-01-23T22:24:05Z,63.72,electronics,GB,True,False
txn_0000300,card_00040,2026-01-12T16:10:21Z,134.0,electronics,GB,True,False
txn_0000301,card_00310,2026-01-22T11:50:57Z,61.52,entertainment,AE,False,False
txn_0000302,card_00066,2026-01-19T03:48:36Z,71.51,utilities,DE,True,False
txn_0000303,card_00851,2026-01-03T16:18:44Z,215.89,fuel,IN,True,False
txn_0000304,card_00707,2026-01-10T23:57:00Z,616.74,electronics,IN,False,True
txn_0000305,card_00798,2026-01-19T13:33:14Z,26.54,entertainment,IN,False,False
txn_0000306,card_00613,2026-01-06T18:25:16Z,29.99,grocery,SG,True,False
txn_0000307,card_00436,2026-01-18T07:22:04Z,47.64,fuel,AE,True,False
txn_0000308,card_00104,2026-01-18T10:09:20Z,220.96,atm_withdrawal,US,True,False
txn_0000309,card_00253,2026-01-26T17:42:55Z,40.62,entertainment,US,True,False
txn_0000310,card_00320,2026-01-30T03:34:00Z,481.89,fuel,AE,False,False
txn_0000311,card_00824,2026-01-03T19:51:54Z,159.36,entertainment,SG,True,False
txn_0000312,card_00249,2026-01-05T01:27:55Z,52.06,online_retail,DE,True,False
txn_0000313,card_00297,2026-01-03T05:18:29Z,100.62,electronics,IN,False,False
txn_0000314,card_00327,2026-01-10T08:26:02Z,32.11,atm_withdrawal,GB,False,False
txn_0000315,card_00557,2026-01-20T07:06:23Z,13.13,utilities,US,False,False
txn_0000316,card_00223,2026-01-05T03:30:29Z,119.54,restaurant,IN,False,False
txn_0000317,card_00197,2026-01-01T03:13:52Z,94.85,grocery,GB,False,False
txn_0000318,card_00183,2026-01-27T04:15:59Z,73.54,entertainment,AE,False,False
txn_0000319,card_00615,2026-01-21T07:54:38Z,149.05,atm_withdrawal,DE,True,False
txn_0000320,card_00136,2026-01-11T14:11:51Z,135.47,fuel,IN,False,False
txn_0000321,card_00010,2026-01-18T17:10:55Z,76.59,restaurant,AE,True,False
txn_0000322,card_00522,2026-01-09T17:12:59Z,56.5,atm_withdrawal,DE,True,False
txn_0000323,card_00434,2026-01-13T21:08:43Z,102.41,atm_withdrawal,US,False,False
